,title,year,vote_count,vote_average,popularity,imdb_id,poster_path,wr,genre
5243,About a Boy,2002,627,6,10.956665,tt0276751,/1kz4Q2v7cxwNnTfkjrujzWAVCne.jpg,5.9611595836941325,Romance
5244,Star Wars: Episode II - Attack of the Clones,2002,4074,6,14.072511,tt0121765,/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,5.993750361446402,Adventure
5244,Star Wars: Episode II - Attack of the Clones,2002,4074,6,14.072511,tt0121765,/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,5.993750361446402,Action
5244,Star Wars: Episode II - Attack of the Clones,2002,4074,6,14.072511,tt0121765,/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,5.993750361446402,Science Fiction
5245,The Believer,2001,152,6,8.128105999999999,tt0247199,/ziXye4ih6Hd7jOezr5KUQw8I8G8.jpg,5.861970348504416,Drama
5246,The Importance of Being Earnest,2002,129,6,8.287054,tt0278500,/iVqEDU10zyQis5l2P6cJR8SI38O.jpg,5.842493771913015,Comedy
5246,The Importance of Being Earnest,2002,129,6,8.287054,tt0278500,/iVqEDU10zyQis5l2P6cJR8SI38O.jpg,5.842493771913015,Drama
5246,The Importance of Being Earnest,2002,129,6,8.287054,tt0278500,/iVqEDU10zyQis5l2P6cJR8SI38O.jpg,5.842493771913015,History
5246,The Importance of Being Earnest,2002,129,6,8.287054,tt0278500,/iVqEDU10zyQis5l2P6cJR8SI38O.jpg,5.842493771913015,Romance
5248,Every Which Way But Loose,1978,126,6,6.759519,tt0077523,/waGLjW4eC8zww90iTZKX7vFm2DM.jpg,5.839540530136382,Action
5248,Every Which Way But Loose,1978,126,6,6.759519,tt0077523,/waGLjW4eC8zww90iTZKX7vFm2DM.jpg,5.839540530136382,Adventure
5248,Every Which Way But Loose,1978,126,6,6.759519,tt0077523,/waGLjW4eC8zww90iTZKX7vFm2DM.jpg,5.839540530136382,Comedy
5248,Every Which Way But Loose,1978,126,6,6.759519,tt0077523,/waGLjW4eC8zww90iTZKX7vFm2DM.jpg,5.839540530136382,Romance
5249,The Hound of the Baskervilles,1959,69,6,4.7891309999999985,tt0052905,/fHds2wqJXLHCKvg7zGX2nb6mtRP.jpg,5.7507425710856435,Horror
5249,The Hound of the Baskervilles,1959,69,6,4.7891309999999985,tt0052905,/fHds2wqJXLHCKvg7zGX2nb6mtRP.jpg,5.7507425710856435,Thriller
5249,The Hound of the Baskervilles,1959,69,6,4.7891309999999985,tt0052905,/fHds2wqJXLHCKvg7zGX2nb6mtRP.jpg,5.7507425710856435,Mystery
5251,The Last Waltz,1978,64,7,2.969857,tt0077838,/mgn1rY1dAKsP4rJ75dX1OzEcW5K.jpg,6.3910865798145045,Documentary
5251,The Last Waltz,1978,64,7,2.969857,tt0077838,/mgn1rY1dAKsP4rJ75dX1OzEcW5K.jpg,6.3910865798145045,Music
5253,Enough,2002,268,6,6.681286999999998,tt0278435,/la9F1MVu1nU4v61trp80dVcr5Ij.jpg,5.914988360337158,Drama
5253,Enough,2002,268,6,6.681286999999998,tt0278435,/la9F1MVu1nU4v61trp80dVcr5Ij.jpg,5.914988360337158,Thriller
5254,Insomnia,2002,1181,6,11.424974,tt0278504,/zb0D3vfjcPFvuyHp1mFPOIcYJWH.jpg,5.978869534832773,Crime
5254,Insomnia,2002,1181,6,11.424974,tt0278504,/zb0D3vfjcPFvuyHp1mFPOIcYJWH.jpg,5.978869534832773,Mystery
5254,Insomnia,2002,1181,6,11.424974,tt0278504,/zb0D3vfjcPFvuyHp1mFPOIcYJWH.jpg,5.978869534832773,Thriller
5255,Spirit: Stallion of the Cimarron,2002,870,7,16.724836,tt0166813,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,6.933989474360423,Western
5255,Spirit: Stallion of the Cimarron,2002,870,7,16.724836,tt0166813,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,6.933989474360423,Animation
5255,Spirit: Stallion of the Cimarron,2002,870,7,16.724836,tt0166813,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,6.933989474360423,Adventure
5255,Spirit: Stallion of the Cimarron,2002,870,7,16.724836,tt0166813,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,6.933989474360423,Comedy
5255,Spirit: Stallion of the Cimarron,2002,870,7,16.724836,tt0166813,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,6.933989474360423,Family
5258,Bus Stop,1956,53,5,3.899327,tt0049038,/1hebP5CdlhIoLaE2gWJvquKeEAQ.jpg,5.0957067220899015,Drama
5258,Bus Stop,1956,53,5,3.899327,tt0049038,/1hebP5CdlhIoLaE2gWJvquKeEAQ.jpg,5.0957067220899015,Romance
5258,Bus Stop,1956,53,5,3.899327,tt0049038,/1hebP5CdlhIoLaE2gWJvquKeEAQ.jpg,5.0957067220899015,Comedy
5263,Monkey Business,1952,53,6,2.853852,tt0044916,/uRl8NZlkqX30lpLXpxqp0CKGNJ4.jpg,5.704902124388753,Comedy
5263,Monkey Business,1952,53,6,2.853852,tt0044916,/uRl8NZlkqX30lpLXpxqp0CKGNJ4.jpg,5.704902124388753,Romance
5265,River of No Return,1954,58,6,5.321632,tt0047422,/wrDlq8jQ0gRK4s5PvJm47brSsUs.jpg,5.720940052411102,Adventure
5265,River of No Return,1954,58,6,5.321632,tt0047422,/wrDlq8jQ0gRK4s5PvJm47brSsUs.jpg,5.720940052411102,Western
5266,The Sum of All Fears,2002,447,5,9.268136,tt0164184,/k3ZJrGAccBocurYccRyD3aP6ltV.jpg,5.017310779255347,Thriller
5266,The Sum of All Fears,2002,447,5,9.268136,tt0164184,/k3ZJrGAccBocurYccRyD3aP6ltV.jpg,5.017310779255347,Action
5266,The Sum of All Fears,2002,447,5,9.268136,tt0164184,/k3ZJrGAccBocurYccRyD3aP6ltV.jpg,5.017310779255347,Drama
5267,Undercover Brother,2002,113,5,5.00725,tt0279493,/lr37B039NdTDZ7ZZ5DRTXQjPDx6.jpg,5.056642753889942,Action
5267,Undercover Brother,2002,113,5,5.00725,tt0279493,/lr37B039NdTDZ7ZZ5DRTXQjPDx6.jpg,5.056642753889942,Comedy
5270,84 Charing Cross Road,1987,34,6,4.176526,tt0090570,/bvBX3PPbZ5tAjYlCoBm15IlOOr7.jpg,5.622448306203254,Drama
5270,84 Charing Cross Road,1987,34,6,4.176526,tt0090570,/bvBX3PPbZ5tAjYlCoBm15IlOOr7.jpg,5.622448306203254,Romance
5275,Rapid Fire,1992,41,6,3.073113,tt0105219,/geo8K2sEb3mplGfbMbbTSYTB6JC.jpg,5.657686464290952,Action
5275,Rapid Fire,1992,41,6,3.073113,tt0105219,/geo8K2sEb3mplGfbMbbTSYTB6JC.jpg,5.657686464290952,Thriller
5276,Silent Running,1972,179,6,14.108597,tt0067756,/kyEljmcf7YYmp85BdZffqiuRLfV.jpg,5.8794670648911795,Adventure
5276,Silent Running,1972,179,6,14.108597,tt0067756,/kyEljmcf7YYmp85BdZffqiuRLfV.jpg,5.8794670648911795,Drama
5276,Silent Running,1972,179,6,14.108597,tt0067756,/kyEljmcf7YYmp85BdZffqiuRLfV.jpg,5.8794670648911795,Science Fiction
5278,The Villain,1979,37,5,4.27404,tt0080097,/eYJz6k15vgIBfKhOPpOfwiNijjx.jpg,5.11727443411016,Comedy
5278,The Villain,1979,37,5,4.27404,tt0080097,/eYJz6k15vgIBfKhOPpOfwiNijjx.jpg,5.11727443411016,Western
5279,Zombie Holocaust,1980,34,5,2.873528,tt0079788,/sEFk9o92LpJl6FnnDDCJaXxe826.jpg,5.122448306203255,Horror
5280,Bad Company,2002,232,5,9.540021,tt0280486,/v4Jz1ALH2LdIrpr681WVIsYbRQL.jpg,5.031302574518127,Action
5280,Bad Company,2002,232,5,9.540021,tt0280486,/v4Jz1ALH2LdIrpr681WVIsYbRQL.jpg,5.031302574518127,Adventure
5280,Bad Company,2002,232,5,9.540021,tt0280486,/v4Jz1ALH2LdIrpr681WVIsYbRQL.jpg,5.031302574518127,Comedy
5280,Bad Company,2002,232,5,9.540021,tt0280486,/v4Jz1ALH2LdIrpr681WVIsYbRQL.jpg,5.031302574518127,Thriller
5281,Divine Secrets of the Ya-Ya Sisterhood,2002,65,5,4.327218,tt0279778,/4mxcgSYyPwrgS9VVUIH1Uit0kj4.jpg,5.084105907291125,Comedy
5281,Divine Secrets of the Ya-Ya Sisterhood,2002,65,5,4.327218,tt0279778,/4mxcgSYyPwrgS9VVUIH1Uit0kj4.jpg,5.084105907291125,Drama
5281,Divine Secrets of the Ya-Ya Sisterhood,2002,65,5,4.327218,tt0279778,/4mxcgSYyPwrgS9VVUIH1Uit0kj4.jpg,5.084105907291125,Romance
5284,The Bourne Identity,2002,3640,7,21.040126,tt0258463,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,6.9837578891730585,Action
5284,The Bourne Identity,2002,3640,7,21.040126,tt0258463,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,6.9837578891730585,Drama
5284,The Bourne Identity,2002,3640,7,21.040126,tt0258463,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,6.9837578891730585,Mystery
5284,The Bourne Identity,2002,3640,7,21.040126,tt0258463,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,6.9837578891730585,Thriller
5285,Scooby-Doo,2002,853,5,8.592825999999999,tt0267913,/jnhGTpAdwqxicXIzrAK4QLInQgl.jpg,5.0093872433165965,Mystery
5285,Scooby-Doo,2002,853,5,8.592825999999999,tt0267913,/jnhGTpAdwqxicXIzrAK4QLInQgl.jpg,5.0093872433165965,Adventure
5285,Scooby-Doo,2002,853,5,8.592825999999999,tt0267913,/jnhGTpAdwqxicXIzrAK4QLInQgl.jpg,5.0093872433165965,Comedy
5286,Windtalkers,2002,345,5,7.455875,tt0245562,/siWpVZlD3pahKXNnV9M52yCMZJG.jpg,5.02196961694412,Drama
5286,Windtalkers,2002,345,5,7.455875,tt0245562,/siWpVZlD3pahKXNnV9M52yCMZJG.jpg,5.02196961694412,Action
5286,Windtalkers,2002,345,5,7.455875,tt0245562,/siWpVZlD3pahKXNnV9M52yCMZJG.jpg,5.02196961694412,History
5286,Windtalkers,2002,345,5,7.455875,tt0245562,/siWpVZlD3pahKXNnV9M52yCMZJG.jpg,5.02196961694412,War
5287,The Dangerous Lives of Altar Boys,2002,53,6,3.401162,tt0238924,/oqHHdGllEgkZJzuGSk8FWmUMJTy.jpg,5.704902124388753,Comedy
5287,The Dangerous Lives of Altar Boys,2002,53,6,3.401162,tt0238924,/oqHHdGllEgkZJzuGSk8FWmUMJTy.jpg,5.704902124388753,Drama
5289,Gangster No. 1,2000,58,6,2.811699,tt0210065,/ePuVqwUNZcWJ9AIaxVv04RFgpWz.jpg,5.720940052411102,Action
5289,Gangster No. 1,2000,58,6,2.811699,tt0210065,/ePuVqwUNZcWJ9AIaxVv04RFgpWz.jpg,5.720940052411102,Drama
5289,Gangster No. 1,2000,58,6,2.811699,tt0210065,/ePuVqwUNZcWJ9AIaxVv04RFgpWz.jpg,5.720940052411102,Thriller
5297,Goin' South,1978,35,5,9.07909,tt0077621,/3w03Ecj4DSMpVRy6xJYsKBjWziN.jpg,5.120673693069875,Comedy
5297,Goin' South,1978,35,5,9.07909,tt0077621,/3w03Ecj4DSMpVRy6xJYsKBjWziN.jpg,5.120673693069875,Western
5299,Silver Bullet,1985,116,6,5.852908,tt0090021,/w5B4xDqtkFy8nhuIlpM0vUmR7vD.jpg,5.828843232145475,Horror
5300,"Sorry, Wrong Number",1948,40,6,8.433119,tt0040823,/tkz4SJ93etwA7h0hPW1O0vwq11.jpg,5.653060605700289,Drama
5300,"Sorry, Wrong Number",1948,40,6,8.433119,tt0040823,/tkz4SJ93etwA7h0hPW1O0vwq11.jpg,5.653060605700289,Thriller
5301,Hombre,1967,55,7,8.019495,tt0061770,/p8scdJqfnEKgEgWQwGJq7hJiE3D.jpg,6.3295110654137225,Action
5301,Hombre,1967,55,7,8.019495,tt0061770,/p8scdJqfnEKgEgWQwGJq7hJiE3D.jpg,6.3295110654137225,Drama
5301,Hombre,1967,55,7,8.019495,tt0061770,/p8scdJqfnEKgEgWQwGJq7hJiE3D.jpg,6.3295110654137225,Western
5304,Men at Work,1990,99,5,8.339485,tt0100135,/bp8jAYNfsSkGLA9ugQLWW45AeL9.jpg,5.0626051490362505,Comedy
5304,Men at Work,1990,99,5,8.339485,tt0100135,/bp8jAYNfsSkGLA9ugQLWW45AeL9.jpg,5.0626051490362505,Crime
5306,She Wore a Yellow Ribbon,1949,61,7,7.715087,tt0041866,/2L5bdDRVqIqW7JqyjDIbFjEZntf.jpg,6.371857734966541,Western
5310,Lilo & Stitch,2002,1371,7,18.469238,tt0275847,/tVaEulzowKhMhDvHNNYb9rNEZPB.jpg,6.957527747204144,Animation
5310,Lilo & Stitch,2002,1371,7,18.469238,tt0275847,/tVaEulzowKhMhDvHNNYb9rNEZPB.jpg,6.957527747204144,Family
5311,Minority Report,2002,2663,7,20.666063,tt0181689,/h3lpltSn7Rj1eYTPQO1lYGdw4Bz.jpg,6.977874113764117,Action
5311,Minority Report,2002,2663,7,20.666063,tt0181689,/h3lpltSn7Rj1eYTPQO1lYGdw4Bz.jpg,6.977874113764117,Thriller
5311,Minority Report,2002,2663,7,20.666063,tt0181689,/h3lpltSn7Rj1eYTPQO1lYGdw4Bz.jpg,6.977874113764117,Science Fiction
5311,Minority Report,2002,2663,7,20.666063,tt0181689,/h3lpltSn7Rj1eYTPQO1lYGdw4Bz.jpg,6.977874113764117,Mystery
5312,Rabbit-Proof Fence,2002,86,6,4.403771,tt0252444,/rxofVzkTIBTAIClCB0F49H8SVkO.jpg,5.7860540401818445,Adventure
5312,Rabbit-Proof Fence,2002,86,6,4.403771,tt0252444,/rxofVzkTIBTAIClCB0F49H8SVkO.jpg,5.7860540401818445,Drama
5312,Rabbit-Proof Fence,2002,86,6,4.403771,tt0252444,/rxofVzkTIBTAIClCB0F49H8SVkO.jpg,5.7860540401818445,Action
5312,Rabbit-Proof Fence,2002,86,6,4.403771,tt0252444,/rxofVzkTIBTAIClCB0F49H8SVkO.jpg,5.7860540401818445,History
5314,Hey Arnold! The Movie,2002,62,5,4.5973,tt0314166,/etxcq4qiFNi5p0q71APw8MNzPPT.jpg,5.086734216893973,Animation
5314,Hey Arnold! The Movie,2002,62,5,4.5973,tt0314166,/etxcq4qiFNi5p0q71APw8MNzPPT.jpg,5.086734216893973,Family
5315,Mr. Deeds,2002,660,5,6.674356,tt0280590,/l3hmNjhxmqjXrvGNMMmeOmsyX3r.jpg,5.011997816746141,Comedy
5315,Mr. Deeds,2002,660,5,6.674356,tt0280590,/l3hmNjhxmqjXrvGNMMmeOmsyX3r.jpg,5.011997816746141,Romance
5318,Look Who's Talking Now!,1993,200,4,9.016076,tt0107438,/kgtTgLOVvMY4QMRSJVMMGKxjqpt.jpg,4.180882413768467,Romance
5318,Look Who's Talking Now!,1993,200,4,9.016076,tt0107438,/kgtTgLOVvMY4QMRSJVMMGKxjqpt.jpg,4.180882413768467,Comedy
5318,Look Who's Talking Now!,1993,200,4,9.016076,tt0107438,/kgtTgLOVvMY4QMRSJVMMGKxjqpt.jpg,4.180882413768467,Family
5324,Like Mike,2002,101,5,5.422624,tt0308506,/yIn9czY4rii0s0vnA2CvyMopCpZ.jpg,5.061677665346824,Comedy
5324,Like Mike,2002,101,5,5.422624,tt0308506,/yIn9czY4rii0s0vnA2CvyMopCpZ.jpg,5.061677665346824,Drama
5324,Like Mike,2002,101,5,5.422624,tt0308506,/yIn9czY4rii0s0vnA2CvyMopCpZ.jpg,5.061677665346824,Family
5324,Like Mike,2002,101,5,5.422624,tt0308506,/yIn9czY4rii0s0vnA2CvyMopCpZ.jpg,5.061677665346824,Fantasy
5325,Men in Black II,2002,3188,6,16.775716,tt0120912,/qWjRfBwr4VculczswwojXgoU0mq.jpg,5.9920318078280035,Action
5325,Men in Black II,2002,3188,6,16.775716,tt0120912,/qWjRfBwr4VculczswwojXgoU0mq.jpg,5.9920318078280035,Adventure
5325,Men in Black II,2002,3188,6,16.775716,tt0120912,/qWjRfBwr4VculczswwojXgoU0mq.jpg,5.9920318078280035,Comedy
5325,Men in Black II,2002,3188,6,16.775716,tt0120912,/qWjRfBwr4VculczswwojXgoU0mq.jpg,5.9920318078280035,Science Fiction
5326,The Powerpuff Girls Movie,2002,49,5,5.0244589999999985,tt0289408,/3bbSX8mKd3pUFvGdyPpl1LYsNWu.jpg,5.100319094238812,Animation
5326,The Powerpuff Girls Movie,2002,49,5,5.0244589999999985,tt0289408,/3bbSX8mKd3pUFvGdyPpl1LYsNWu.jpg,5.100319094238812,Action
5326,The Powerpuff Girls Movie,2002,49,5,5.0244589999999985,tt0289408,/3bbSX8mKd3pUFvGdyPpl1LYsNWu.jpg,5.100319094238812,Family
5328,The Crocodile Hunter: Collision Course,2002,35,5,3.148745,tt0305396,/kciZV7jywirkEqIW2pDMguFfzwb.jpg,5.120673693069875,Family
5328,The Crocodile Hunter: Collision Course,2002,35,5,3.148745,tt0305396,/kciZV7jywirkEqIW2pDMguFfzwb.jpg,5.120673693069875,Action
5328,The Crocodile Hunter: Collision Course,2002,35,5,3.148745,tt0305396,/kciZV7jywirkEqIW2pDMguFfzwb.jpg,5.120673693069875,Adventure
5329,Reign of Fire,2002,684,6,13.067306,tt0253556,/c9FlSkQ0EV2vzln4Bo5NCvzzxWm.jpg,5.964243015072175,Adventure
5329,Reign of Fire,2002,684,6,13.067306,tt0253556,/c9FlSkQ0EV2vzln4Bo5NCvzzxWm.jpg,5.964243015072175,Action
5329,Reign of Fire,2002,684,6,13.067306,tt0253556,/c9FlSkQ0EV2vzln4Bo5NCvzzxWm.jpg,5.964243015072175,Fantasy
5330,Road to Perdition,2002,1102,7,13.426684,tt0257044,/jn0GH8klINSQtRNifY8W2Kv4ajl.jpg,6.947470497202308,Thriller
5330,Road to Perdition,2002,1102,7,13.426684,tt0257044,/jn0GH8klINSQtRNifY8W2Kv4ajl.jpg,6.947470497202308,Crime
5330,Road to Perdition,2002,1102,7,13.426684,tt0257044,/jn0GH8klINSQtRNifY8W2Kv4ajl.jpg,6.947470497202308,Drama
5331,All About Lily Chou-Chou,2001,39,6,2.695993,tt0297721,/5xTd0LmJMhlembruYRKuCaFaIZv.jpg,5.648308011257828,Comedy
5331,All About Lily Chou-Chou,2001,39,6,2.695993,tt0297721,/5xTd0LmJMhlembruYRKuCaFaIZv.jpg,5.648308011257828,Drama
5331,All About Lily Chou-Chou,2001,39,6,2.695993,tt0297721,/5xTd0LmJMhlembruYRKuCaFaIZv.jpg,5.648308011257828,Foreign
5331,All About Lily Chou-Chou,2001,39,6,2.695993,tt0297721,/5xTd0LmJMhlembruYRKuCaFaIZv.jpg,5.648308011257828,Romance
5341,Z,1969,87,8,11.943621,tt0065234,/AshFxEhbFe9Mi3YjAv5btbxgX9s.jpg,7.225838717535714,Drama
5341,Z,1969,87,8,11.943621,tt0065234,/AshFxEhbFe9Mi3YjAv5btbxgX9s.jpg,7.225838717535714,History
5341,Z,1969,87,8,11.943621,tt0065234,/AshFxEhbFe9Mi3YjAv5btbxgX9s.jpg,7.225838717535714,Thriller
5342,Halloween: Resurrection,2002,230,4,8.502529,tt0220506,/luqA2pRzJ4OPxiS9zXa0arQljB1.jpg,4.160327594022051,Horror
5342,Halloween: Resurrection,2002,230,4,8.502529,tt0220506,/luqA2pRzJ4OPxiS9zXa0arQljB1.jpg,4.160327594022051,Thriller
5343,Sex and Lucia,2001,132,6,8.164311999999999,tt0254455,/1sXh1xMe9KVqGvA5tBqG9DrYhzn.jpg,5.845340270010973,Drama
5343,Sex and Lucia,2001,132,6,8.164311999999999,tt0254455,/1sXh1xMe9KVqGvA5tBqG9DrYhzn.jpg,5.845340270010973,Romance
5344,Eight Legged Freaks,2002,303,5,10.800753,tt0271367,/bZ0NbGYLsMQvJK0DZbr8uu9poHU.jpg,5.0247076700944255,Action
5344,Eight Legged Freaks,2002,303,5,10.800753,tt0271367,/bZ0NbGYLsMQvJK0DZbr8uu9poHU.jpg,5.0247076700944255,Comedy
5344,Eight Legged Freaks,2002,303,5,10.800753,tt0271367,/bZ0NbGYLsMQvJK0DZbr8uu9poHU.jpg,5.0247076700944255,Horror
5344,Eight Legged Freaks,2002,303,5,10.800753,tt0271367,/bZ0NbGYLsMQvJK0DZbr8uu9poHU.jpg,5.0247076700944255,Thriller
5345,K-19: The Widowmaker,2002,273,6,7.718723,tt0267626,/5JxDeglx5aLaXgkutINmkeOujXa.jpg,5.91637291472906,Drama
5345,K-19: The Widowmaker,2002,273,6,7.718723,tt0267626,/5JxDeglx5aLaXgkutINmkeOujXa.jpg,5.91637291472906,History
5345,K-19: The Widowmaker,2002,273,6,7.718723,tt0267626,/5JxDeglx5aLaXgkutINmkeOujXa.jpg,5.91637291472906,Thriller
5346,Stuart Little 2,2002,632,5,9.274909,tt0243585,/cIZb3d1kRcmywmoYFQKhMBqvoZt.jpg,5.0125022294621955,Family
5346,Stuart Little 2,2002,632,5,9.274909,tt0243585,/cIZb3d1kRcmywmoYFQKhMBqvoZt.jpg,5.0125022294621955,Adventure
5346,Stuart Little 2,2002,632,5,9.274909,tt0243585,/cIZb3d1kRcmywmoYFQKhMBqvoZt.jpg,5.0125022294621955,Animation
5346,Stuart Little 2,2002,632,5,9.274909,tt0243585,/cIZb3d1kRcmywmoYFQKhMBqvoZt.jpg,5.0125022294621955,Comedy
5347,Austin Powers in Goldmember,2002,997,5,8.786653,tt0295178,/tFR7dTbX5BsmoUwKHfa2cWoZbwK.jpg,5.0080761249484205,Comedy
5347,Austin Powers in Goldmember,2002,997,5,8.786653,tt0295178,/tFR7dTbX5BsmoUwKHfa2cWoZbwK.jpg,5.0080761249484205,Crime
5347,Austin Powers in Goldmember,2002,997,5,8.786653,tt0295178,/tFR7dTbX5BsmoUwKHfa2cWoZbwK.jpg,5.0080761249484205,Science Fiction
5355,Nosferatu the Vampyre,1979,146,7,5.207465,tt0079641,/fKFkl1G6XldPz4jD82DpFdYduI6.jpg,6.66848047123234,Drama
5355,Nosferatu the Vampyre,1979,146,7,5.207465,tt0079641,/fKFkl1G6XldPz4jD82DpFdYduI6.jpg,6.66848047123234,Horror
5362,Ossessione,1943,35,7,2.112961,tt0035160,/uVlKPnOuEdT3MJoygCfBLZV0atB.jpg,6.135166446693064,Crime
5362,Ossessione,1943,35,7,2.112961,tt0035160,/uVlKPnOuEdT3MJoygCfBLZV0atB.jpg,6.135166446693064,Drama
5362,Ossessione,1943,35,7,2.112961,tt0035160,/uVlKPnOuEdT3MJoygCfBLZV0atB.jpg,6.135166446693064,Romance
5363,Our Man Flint,1966,34,6,11.714305,tt0059557,/2rMEYchRwPYXbvQxEdsF78kjtWN.jpg,5.622448306203254,Adventure
5363,Our Man Flint,1966,34,6,11.714305,tt0059557,/2rMEYchRwPYXbvQxEdsF78kjtWN.jpg,5.622448306203254,Comedy
5363,Our Man Flint,1966,34,6,11.714305,tt0059557,/2rMEYchRwPYXbvQxEdsF78kjtWN.jpg,5.622448306203254,Fantasy
5363,Our Man Flint,1966,34,6,11.714305,tt0059557,/2rMEYchRwPYXbvQxEdsF78kjtWN.jpg,5.622448306203254,Science Fiction
5364,Red Beard,1965,64,8,4.249501,tt0058888,/ks2eCY40pq2Rfa9pFztnhcrgR2H.jpg,7.044147804304299,Drama
5365,Robin and Marian,1976,51,6,3.849626,tt0075147,/bOtNEFCIuKFp4m7NyrBuHGT6cue.jpg,5.697958644962604,Action
5365,Robin and Marian,1976,51,6,3.849626,tt0075147,/bOtNEFCIuKFp4m7NyrBuHGT6cue.jpg,5.697958644962604,Adventure
5365,Robin and Marian,1976,51,6,3.849626,tt0075147,/bOtNEFCIuKFp4m7NyrBuHGT6cue.jpg,5.697958644962604,Drama
5365,Robin and Marian,1976,51,6,3.849626,tt0075147,/bOtNEFCIuKFp4m7NyrBuHGT6cue.jpg,5.697958644962604,Romance
5366,Top Secret!,1984,241,7,5.971241,tt0088286,/2ArC4IAAGXf3hTVJCzQfE0G5Vbf.jpg,6.783005399352077,Comedy
5367,The Master of Disguise,2002,79,3,4.659087,tt0295427,/aB6MRUfsRqagviKHsbDE7UAXRjZ.jpg,3.6754556178922253,Comedy
5367,The Master of Disguise,2002,79,3,4.659087,tt0295427,/aB6MRUfsRqagviKHsbDE7UAXRjZ.jpg,3.6754556178922253,Family
5368,Signs,2002,1624,6,11.211568,tt0286106,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,5.984515370821363,Drama
5368,Signs,2002,1624,6,11.211568,tt0286106,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,5.984515370821363,Thriller
5368,Signs,2002,1624,6,11.211568,tt0286106,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,5.984515370821363,Science Fiction
5368,Signs,2002,1624,6,11.211568,tt0286106,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,5.984515370821363,Mystery
5369,The Last Kiss,2001,84,6,5.50323,tt0265930,/gX9K6ZjTpBiTTx86RlNGFyoUjKA.jpg,5.782427837473063,Comedy
5369,The Last Kiss,2001,84,6,5.50323,tt0265930,/gX9K6ZjTpBiTTx86RlNGFyoUjKA.jpg,5.782427837473063,Drama
5369,The Last Kiss,2001,84,6,5.50323,tt0265930,/gX9K6ZjTpBiTTx86RlNGFyoUjKA.jpg,5.782427837473063,Romance
5370,Spy Kids 2: The Island of Lost Dreams,2002,533,5,7.1641309999999985,tt0287717,/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,5.014685158415912,Action
5370,Spy Kids 2: The Island of Lost Dreams,2002,533,5,7.1641309999999985,tt0287717,/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,5.014685158415912,Adventure
5370,Spy Kids 2: The Island of Lost Dreams,2002,533,5,7.1641309999999985,tt0287717,/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,5.014685158415912,Family
5371,The Good Girl,2002,183,6,4.388338,tt0279113,/gXUh1LQ8g2rOKNzmOCe3tjfnsZR.jpg,5.881688870146643,Drama
5371,The Good Girl,2002,183,6,4.388338,tt0279113,/gXUh1LQ8g2rOKNzmOCe3tjfnsZR.jpg,5.881688870146643,Comedy
5371,The Good Girl,2002,183,6,4.388338,tt0279113,/gXUh1LQ8g2rOKNzmOCe3tjfnsZR.jpg,5.881688870146643,Romance
5372,Blood Work,2002,210,6,5.852263,tt0309377,/bRGewrLrBJKLTYkO4zoTS8MxOHX.jpg,5.894780675499268,Crime
5372,Blood Work,2002,210,6,5.852263,tt0309377,/bRGewrLrBJKLTYkO4zoTS8MxOHX.jpg,5.894780675499268,Drama
5372,Blood Work,2002,210,6,5.852263,tt0309377,/bRGewrLrBJKLTYkO4zoTS8MxOHX.jpg,5.894780675499268,Mystery
5372,Blood Work,2002,210,6,5.852263,tt0309377,/bRGewrLrBJKLTYkO4zoTS8MxOHX.jpg,5.894780675499268,Thriller
5373,xXx,2002,1454,5,12.722381,tt0295701,/fPHNTG1OXFBQ6aEVO7Lv8tSgfrY.jpg,5.005595755928644,Action
5373,xXx,2002,1454,5,12.722381,tt0295701,/fPHNTG1OXFBQ6aEVO7Lv8tSgfrY.jpg,5.005595755928644,Adventure
5373,xXx,2002,1454,5,12.722381,tt0295701,/fPHNTG1OXFBQ6aEVO7Lv8tSgfrY.jpg,5.005595755928644,Thriller
5374,24 Hour Party People,2002,109,6,12.655728,tt0274309,/2DJ3tP4yKYFodXXqVeLJVjE2Ssw.jpg,5.820464928823926,Comedy
5374,24 Hour Party People,2002,109,6,12.655728,tt0274309,/2DJ3tP4yKYFodXXqVeLJVjE2Ssw.jpg,5.820464928823926,Drama
